オーダー Id,オーダー日,カテゴリ,カテゴリ (Rank.Csv),サブカテゴリ,メーカー,ランク,出荷モード,出荷日,利益,国/領域,地域,市区町村,製品名,都道府県,顧客区分,顧客名,レコード数,レコード数 1,利益率,割引率,売上,数量
JP-2018-2493387,2018/06/05,家具,家具,椅子,Novimex,B,通常配送,2018/06/10,￥812,日本,関東地方,相模原市中央区,"Novimex 椅子用マット, 2 つセット",神奈川県,小規模事業所,田幡 葵,1,1,0.03,0,27342,7
JP-2018-2580857,2018/04/12,事務用品,事務用品,紙,Eaton,A,通常配送,2018/04/18,-￥1,日本,関東地方,新宿区,"Eaton 硫酸紙, プレミアム",東京都,消費者,佐久間 大翔,1,1,0,0.15,1527,2
JP-2018-2580857,2018/04/12,事務用品,事務用品,バインダー,アコ,A,通常配送,2018/04/18,-￥441,日本,関東地方,新宿区,"アコ バインダー カバー, 高耐久性",東京都,消費者,佐久間 大翔,1,1,-0.13,0.15,3359,4
JP-2019-1058313,2019/11/13,事務用品,事務用品,クリップ,Stockwell,A,セカンド クラス,2019/11/17,￥652,日本,関西地方,枚方市,"Stockwell ホチキス, 12 パック",大阪府,消費者,光藤 皐,1,1,0.48,0,1364,2
JP-2019-1058313,2019/11/13,家電,家電,電話機,サムスン,S,セカンド クラス,2019/11/17,"￥12,168",日本,関西地方,枚方市,"サムスン スマートフォン, 大容量パック",大阪府,消費者,光藤 皐,1,1,0.37,0,32888,4
JP-2020-1085973,2020/11/26,事務用品,事務用品,バインダー,Ibico,A,通常配送,2020/11/30,￥300,日本,関東地方,新宿区,"Ibico 穴の補強テープ, クリア",東京都,消費者,平村 正男,1,1,0.1,0.15,2924,8
JP-2017-1078375,2017/09/13,事務用品,事務用品,クリップ,Advantus,A,通常配送,2017/09/18,"￥2,072",日本,中国地方,三原市,"Advantus 輪ゴム, 大容量パック",広島県,消費者,青井 翔太,1,1,0.47,0,4424,4
JP-2017-1078375,2017/09/13,事務用品,事務用品,文房具,Kleencut,A,通常配送,2017/09/18,￥408,日本,中国地方,三原市,"Kleencut 定規, 長方形",広島県,消費者,青井 翔太,1,1,0.2,0,2052,3
JP-2017-1078375,2017/09/13,事務用品,事務用品,バインダー,Ibico,A,通常配送,2017/09/18,￥204,日本,中国地方,三原市,"Ibico 穴の補強テープ, クリア",広島県,消費者,青井 翔太,1,1,0.24,0,,2
JP-2017-1078375,2017/09/13,事務用品,事務用品,紙,サンディスク,A,通常配送,2017/09/18,"￥4,480",日本,中国地方,三原市,"サンディスク 事務用品, 12 パック",広島県,消費者,青井 翔太,1,1,0.32,0,14016,4
JP-2017-1078375,2017/09/13,事務用品,事務用品,バインダー,Ibico,A,通常配送,2017/09/18,￥478,日本,中国地方,三原市,"Ibico 穴あけパンチ, クリア",広島県,消費者,青井 翔太,1,1,0.24,0,1994,1
JP-2017-1078375,2017/09/13,事務用品,事務用品,バインダー,ウィルソン・ジョーンズ,A,通常配送,2017/09/18,￥786,日本,中国地方,三原市,"ウィルソン・ジョーンズ バインダー カバー, クリア",広島県,消費者,青井 翔太,1,1,0.37,0,2130,3
JP-2020-2389354,2020/07/25,家具,家具,椅子,Harbour Creations,B,通常配送,2020/07/29,"￥6,402",日本,関西地方,堺市堺区,"Harbour Creations 椅子用マット, 調整可能",大阪府,大企業,永瀬 凛,1,1,0.43,0,14898,3
JP-2020-2389354,2020/07/25,事務用品,事務用品,保管箱,Tenex,A,通常配送,2020/07/29,￥510,日本,関西地方,堺市堺区,"Tenex ファイル カート, 青",大阪府,大企業,永瀬 凛,1,1,0.01,0,53652,6
JP-2020-2389354,2020/07/25,家具,家具,椅子,Hon,B,通常配送,2020/07/29,"￥18,372",日本,関西地方,堺市堺区,"Hon 肘掛け椅子, 2 つセット",大阪府,大企業,永瀬 凛,1,1,0.3,0,61252,2
JP-2020-2389354,2020/07/25,事務用品,事務用品,バインダー,アコ,A,通常配送,2020/07/29,￥748,日本,関西地方,堺市堺区,"アコ 穴あけパンチ, クリア",大阪府,大企業,永瀬 凛,1,1,0.19,0,3944,2
JP-2020-2389354,2020/07/25,事務用品,事務用品,封筒,Jiffy,A,通常配送,2020/07/29,￥456,日本,関西地方,堺市堺区,"Jiffy クラフト封筒, 赤",大阪府,大企業,永瀬 凛,1,1,0.19,0,2412,3
JP-2019-2219144,2019/11/22,家具,家具,椅子,Novimex,B,通常配送,2019/11/26,￥232,日本,関西地方,八尾市,"Novimex 椅子用マット, 2 つセット",大阪府,消費者,本園 清,1,1,0.03,0,7812,2
JP-2019-1569227,2019/09/10,事務用品,事務用品,封筒,Cameo,A,通常配送,2019/09/14,￥792,日本,関西地方,加古川市,"Cameo 社内用封筒, シルバー",兵庫県,消費者,本園 清,1,1,0.08,0,9966,3
JP-2018-2000551,2018/06/23,家具,家具,本棚,イケア,B,ファースト クラス,2018/06/25,"￥7,110",日本,関西地方,堺市堺区,"イケア コーナー シェルフ, 白",大阪府,大企業,五月女 美月,1,1,0.17,0,41860,5
JP-2018-2000551,2018/06/23,家電,家電,付属品,メモレックス,S,ファースト クラス,2018/06/25,"￥2,460",日本,関西地方,堺市堺区,"メモレックス フラッシュ ドライブ, 高耐久性",大阪府,大企業,五月女 美月,1,1,0.25,0,9870,5
JP-2020-1189490,2020/05/21,事務用品,事務用品,保管箱,Eldon,A,セカンド クラス,2020/05/26,-￥340,日本,関東地方,国分寺市,"Eldon フォルダ, フル サイズ",東京都,小規模事業所,吉谷 翔,1,1,-0.09,0.15,3856,4
JP-2020-1375981,2020/04/14,事務用品,事務用品,バインダー,Ibico,A,通常配送,2020/04/19,￥116,日本,関西地方,尼崎市,"Ibico タブ, クリア",兵庫県,消費者,尾尻 正博,1,1,0.21,0,,1
JP-2020-1904232,2020/09/30,事務用品,事務用品,バインダー,カーディナル,A,ファースト クラス,2020/10/02,￥430,日本,東北地方,鶴岡市,"カーディナル とじ機, エコノミー",山形県,小規模事業所,中河 大輝,1,1,0.13,0,3318,1
JP-2019-1152562,2019/05/04,事務用品,事務用品,ラベル,Harbour Creations,A,ファースト クラス,2019/05/06,￥236,日本,中部地方,長岡市,"Harbour Creations 色分けラベル, 赤",新潟県,大企業,大垣 四郎,1,1,0.14,0,1696,2
JP-2019-2301883,2019/07/22,事務用品,事務用品,紙,エナーマックス,A,通常配送,2019/07/26,"￥3,262",日本,中部地方,上田市,"エナーマックス メモ用紙, マルチカラー",長野県,消費者,柚木 皐,1,1,0.41,0,7966,7
JP-2019-2044587,2019/11/16,家具,家具,家具,Rubbermaid,B,通常配送,2019/11/23,￥852,日本,関西地方,茨木市,"Rubvermaid 積み重ねトレイ, マルチパック",大阪府,大企業,伊豆田 梅子,1,1,0.17,0,5040,3
JP-2019-2044587,2019/11/16,事務用品,事務用品,バインダー,Avery,A,通常配送,2019/11/23,￥540,日本,関西地方,茨木市,"Avery バインダー カバー, リサイクル",大阪府,大企業,伊豆田 梅子,1,1,0.12,0,4572,6
JP-2018-1995429,2018/07/12,事務用品,事務用品,ラベル,Novimex,A,通常配送,2018/07/16,￥250,日本,中部地方,福井市,"Novimex 輸送用ラベル, 高耐久性",福井県,大企業,桃木 優太,1,1,0.33,0,,1
JP-2019-1379375,2019/10/16,家具,家具,椅子,Harbour Creations,B,通常配送,2019/10/20,"-￥2,222",日本,関西地方,尾鷲市,"Harbour Creations 肘掛け椅子, 調整可能",三重県,消費者,箕輪 萌,1,1,-0.12,0.4,19044,1
JP-2019-1379375,2019/10/16,事務用品,事務用品,文房具,Elite,A,通常配送,2019/10/20,"-￥1,122",日本,関西地方,尾鷲市,"Elite ペーパー ナイフ, スチール",三重県,消費者,箕輪 萌,1,1,-0.35,0.4,3204,3
JP-2017-1775338,2017/03/05,家電,家電,付属品,エナーマックス,S,通常配送,2017/03/10,"￥3,192",日本,中部地方,各務原市,"エナーマックス マウス, リサイクル",岐阜県,消費者,国谷 雄大,1,1,0.18,0,17780,7
JP-2017-1775338,2017/03/05,家電,家電,付属品,ロジクール,S,通常配送,2017/03/10,"￥1,398",日本,中部地方,各務原市,"ロジクール メモリ カード, プログラミング可能",岐阜県,消費者,国谷 雄大,1,1,0.2,0,6992,1
JP-2019-3356922,2019/08/23,家電,家電,電話機,サムスン,S,通常配送,2019/08/27,"￥2,680",日本,四国,三好市,"サムスン ヘッドセット, 青",徳島県,大企業,中桐 勝,1,1,0.11,0,24400,5
JP-2019-3356922,2019/08/23,事務用品,事務用品,画材,BIC,A,通常配送,2019/08/27,"￥5,274",日本,四国,三好市,"BIC キャンバス, メタル",徳島県,大企業,中桐 勝,1,1,0.16,0,32976,9
JP-2019-3356922,2019/08/23,事務用品,事務用品,アプライアンス,フーバー,A,通常配送,2019/08/27,"￥26,740",日本,四国,三好市,"フーバー 電子レンジ, 赤",徳島県,大企業,中桐 勝,1,1,0.26,0,102880,5
JP-2019-3356922,2019/08/23,事務用品,事務用品,バインダー,アコ,A,通常配送,2019/08/27,￥440,日本,四国,三好市,"アコ 穴の補強テープ, エコノミー",徳島県,大企業,中桐 勝,1,1,0.25,0,1776,4
JP-2019-3356922,2019/08/23,事務用品,事務用品,画材,Sanford,A,通常配送,2019/08/27,￥300,日本,四国,三好市,"Sanford 蛍光ペン, 各種サイズ",徳島県,大企業,中桐 勝,1,1,0.08,0,3786,3
JP-2019-3356922,2019/08/23,家電,家電,付属品,エナーマックス,S,通常配送,2019/08/27,"￥2,264",日本,四国,三好市,"エナーマックス マウス, 高耐久性",徳島県,大企業,中桐 勝,1,1,0.21,0,10800,4
JP-2019-3356922,2019/08/23,家電,家電,コピー機,HP,S,通常配送,2019/08/27,"￥9,712",日本,四国,三好市,"HP インク, カラー",徳島県,大企業,中桐 勝,1,1,0.28,0,34704,4
JP-2020-1058309,2020/02/11,家電,家電,コピー機,キヤノン,S,セカンド クラス,2020/02/13,"￥26,530",日本,九州,大分市,"キヤノン ファックス, 2 つセット",大分県,小規模事業所,徳満 久美子,1,1,0.25,0,106130,5
JP-2019-2274304,2019/02/15,事務用品,事務用品,バインダー,Avery,A,通常配送,2019/02/20,￥396,日本,中部地方,福井市,"Avery 穴の補強テープ, リサイクル",福井県,消費者,幕田 千代子,1,1,0.21,0,1908,6
JP-2020-1482159,2020/06/02,事務用品,事務用品,紙,Green Bar,A,通常配送,2020/06/06,"￥3,370",日本,中部地方,長岡市,"Green Bar リーム, プレミアム",新潟県,小規模事業所,広田 和也,1,1,0.34,0,9920,5
JP-2020-1482159,2020/06/02,事務用品,事務用品,アプライアンス,ハミルトンビーチ,A,通常配送,2020/06/06,"￥1,660",日本,中部地方,長岡市,"ハミルトンビーチ 冷蔵庫, シルバー",新潟県,小規模事業所,広田 和也,1,1,0.01,0,166960,5
JP-2020-2900619,2020/03/11,家具,家具,椅子,Harbour Creations,B,通常配送,2020/03/16,"-￥4,184",日本,関東地方,新宿区,"Harbour Creations ロッキング チェア, 2 つセット",東京都,大企業,金石 美羽,1,1,-0.08,0.15,50776,6
JP-2020-2304646,2020/11/08,事務用品,事務用品,文房具,Stiletto,A,ファースト クラス,2020/11/11,"￥2,664",日本,関西地方,茨木市,"Stiletto ペーパー ナイフ, 青",大阪府,大企業,川杉 重子,1,1,0.47,0,5676,3
JP-2017-2880133,2017/03/04,事務用品,事務用品,バインダー,Avery,A,通常配送,2017/03/10,￥324,日本,中国地方,益田市,"Avery タブ, クリア",島根県,消費者,滝沢 優香,1,1,0.42,0,,2
JP-2018-1335401,2018/09/13,家電,家電,付属品,エナーマックス,S,通常配送,2018/09/18,￥109,日本,中部地方,三島市,"エナーマックス キーボード, エコノミー",静岡県,小規模事業所,大友 美羽,1,1,0.02,0.4,6677,2
JP-2018-1335401,2018/09/13,事務用品,事務用品,クリップ,OIC,A,通常配送,2018/09/18,"-￥1,496",日本,中部地方,三島市,"OIC 輪ゴム, 12 パック",静岡県,小規模事業所,大友 美羽,1,1,-0.57,0.4,2640,4
JP-2018-2946551,2018/12/13,家電,家電,コピー機,ブラザー,S,セカンド クラス,2018/12/15,￥574,日本,中部地方,浜松市中区,"ブラザー 家庭用コピー機, カラー",静岡県,小規模事業所,濱 真美,1,1,0.05,0.4,11546,2
JP-2018-2946551,2018/12/13,家具,家具,家具,Eldon,B,セカンド クラス,2018/12/15,-￥420,日本,中部地方,浜松市中区,"Eldon 積み重ねトレイ, 黒",静岡県,小規模事業所,濱 真美,1,1,-0.07,0.4,6300,5
JP-2018-2946551,2018/12/13,家電,家電,電話機,モトローラ,S,セカンド クラス,2018/12/15,"-￥4,548",日本,中部地方,浜松市中区,"モトローラ オフィス用電話機, 青",静岡県,小規模事業所,濱 真美,1,1,-0.32,0.4,14352,5
JP-2020-1427947,2020/09/25,家具,家具,本棚,Safco,B,セカンド クラス,2020/09/30,"￥43,758",日本,関西地方,八尾市,"Safco コーナー シェルフ, 白",大阪府,消費者,稲尾 舞,1,1,0.48,0,91188,9
JP-2020-1427947,2020/09/25,事務用品,事務用品,ラベル,Smead,A,セカンド クラス,2020/09/30,￥392,日本,関西地方,八尾市,"Smead ファイル フォルダ ラベル, 調整可能",大阪府,消費者,稲尾 舞,1,1,0.22,0,1808,4
JP-2020-1427947,2020/09/25,家電,家電,付属品,ベルキン,S,セカンド クラス,2020/09/30,"￥5,368",日本,関西地方,八尾市,"ベルキン キーボード, エコノミー",大阪府,消費者,稲尾 舞,1,1,0.48,0,11184,2
JP-2020-1427947,2020/09/25,事務用品,事務用品,アプライアンス,ハミルトンビーチ,A,セカンド クラス,2020/09/30,"￥9,700",日本,関西地方,八尾市,"ハミルトンビーチ ミキサー, 赤",大阪府,消費者,稲尾 舞,1,1,0.41,0,23680,5
JP-2018-1536690,2018/06/16,事務用品,事務用品,クリップ,OIC,A,通常配送,2018/06/23,"￥1,650",日本,中部地方,福井市,"OIC クランプ, 各種サイズ",福井県,消費者,池田 直美,1,1,0.48,0,3444,3
JP-2018-1124963,2018/05/17,事務用品,事務用品,紙,ゼロックス,A,ファースト クラス,2018/05/19,"￥2,596",日本,関西地方,松原市,"ゼロックス 事務用品, マルチカラー",大阪府,大企業,登坂 克己,1,1,0.42,0,6184,2
JP-2018-1124963,2018/05/17,事務用品,事務用品,封筒,Ames,A,ファースト クラス,2018/05/19,￥480,日本,関西地方,松原市,"Ames 社内用封筒, 50 枚セット",大阪府,大企業,登坂 克己,1,1,0.04,0,12032,4
JP-2018-1124963,2018/05/17,家具,家具,椅子,Harbour Creations,B,ファースト クラス,2018/05/19,"￥4,172",日本,関西地方,松原市,"Harbour Creations ビーチ チェア, 2 つセット",大阪府,大企業,登坂 克己,1,1,0.49,0,8516,2
JP-2018-1578857,2018/02/23,事務用品,事務用品,画材,Binney & Smith,A,通常配送,2018/02/27,￥20,日本,関西地方,和泉市,"Binney & Smith ペン, 各種サイズ",大阪府,小規模事業所,相馬 真,1,1,0.01,0,2016,2
JP-2020-3798144,2020/08/04,家具,家具,椅子,Office Star,B,通常配送,2020/08/09,"￥5,400",日本,中部地方,瀬戸市,"Office Star スツール, 2 つセット",愛知県,消費者,星島 優月,1,1,0.23,0,23492,2
JP-2020-1985213,2020/10/14,事務用品,事務用品,紙,Eaton,A,セカンド クラス,2020/10/16,￥464,日本,関西地方,堺市堺区,"Eaton スケジュール帳, リサイクル",大阪府,大企業,萩原 優月,1,1,0.34,0,1366,1
JP-2017-1905081,2017/04/01,事務用品,事務用品,バインダー,ウィルソン・ジョーンズ,A,通常配送,2017/04/06,-￥22,日本,関西地方,生駒市,"ウィルソン・ジョーンズ バインダー カバー, クリア",奈良県,小規模事業所,猪上 郁,1,1,-0.05,0.4,,1
JP-2017-1905081,2017/04/01,家電,家電,事務機器,OKI データ,S,通常配送,2017/04/06,-￥476,日本,関西地方,生駒市,"OKI データ 計算機, 白",奈良県,小規模事業所,猪上 郁,1,1,-0.12,0.4,4056,2
JP-2017-1905081,2017/04/01,家電,家電,付属品,ベルキン,S,通常配送,2017/04/06,"-￥4,950",日本,関西地方,生駒市,"ベルキン キーパッド, 高耐久性",奈良県,小規模事業所,猪上 郁,1,1,-0.53,0.4,9274,4
JP-2018-1604318,2018/07/05,事務用品,事務用品,ラベル,Novimex,A,セカンド クラス,2018/07/10,￥62,日本,関西地方,岸和田市,"Novimex 取り外し可能ラベル, 調整可能",大阪府,消費者,平野 誠,1,1,0.12,0,,1
JP-2018-1266061,2018/12/06,家電,家電,コピー機,シャープ,S,セカンド クラス,2018/12/10,"￥5,424",日本,関西地方,堺市堺区,"シャープ コピー機, 2 つセット",大阪府,消費者,宇津野 皐,1,1,0.17,0,31920,2
JP-2019-2933254,2019/05/25,家具,家具,本棚,Bush,B,ファースト クラス,2019/05/28,"￥16,632",日本,中部地方,長岡市,"Bush 本棚, メタル",新潟県,消費者,縄田 優月,1,1,0.29,0,57386,7
JP-2020-1283133,2020/05/29,事務用品,事務用品,画材,Binney & Smith,A,ファースト クラス,2020/06/01,￥558,日本,関西地方,姫路市,"Binney & Smith スケッチ帳, 大容量パック",兵庫県,消費者,鷲尾 麗華,1,1,0.06,0,9318,3
JP-2020-1283133,2020/05/29,家具,家具,本棚,Sauder,B,ファースト クラス,2020/06/01,"￥24,390",日本,関西地方,姫路市,"Sauder 本棚, 白",兵庫県,消費者,鷲尾 麗華,1,1,0.49,0,49780,5
JP-2020-1283133,2020/05/29,事務用品,事務用品,封筒,Ames,A,ファースト クラス,2020/06/01,￥792,日本,関西地方,姫路市,"Ames 業務用封筒, シルバー",兵庫県,消費者,鷲尾 麗華,1,1,0.35,0,2272,2
JP-2020-1283133,2020/05/29,事務用品,事務用品,クリップ,Accos,A,ファースト クラス,2020/06/01,￥192,日本,関西地方,姫路市,"Accos 押しピン, メタル",兵庫県,消費者,鷲尾 麗華,1,1,0.05,0,3904,4
JP-2020-1283133,2020/05/29,事務用品,事務用品,紙,Eaton,A,ファースト クラス,2020/06/01,"￥1,392",日本,関西地方,姫路市,"Eaton スケジュール帳, リサイクル",兵庫県,消費者,鷲尾 麗華,1,1,0.34,0,4098,3
JP-2020-1283133,2020/05/29,家電,家電,コピー機,シャープ,S,ファースト クラス,2020/06/01,"￥23,040",日本,関西地方,姫路市,"シャープ ファックスとコピー機, 2 つセット",兵庫県,消費者,鷲尾 麗華,1,1,0.41,0,56200,5
